,Marca,Modelo,Tamaño de la pantalla,Tipo de resolución,Tipo de pantalla,Frecuencia de actualización,Precio,Link
1392,Samsung,C27F390FH,"27 """,FHD,LED,60 Hz,567000,https://articulo.mercadolibre.com.ar/MLA-1142480467-monitor-gamer-curvo-samsung-f390-series-c27f390fh-led-27-n-_JM#position=3&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1393,LG,19M38A,"18.5 """,HD,LED,60 Hz,68290,https://articulo.mercadolibre.com.ar/MLA-927533878-monitor-lg-19m38a-led-19-_JM#position=4&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1395,Asus,VA24DQ,"24 """,FHD,LED,75 Hz,592817,https://articulo.mercadolibre.com.ar/MLA-670799108-monitor-asus-vg248qe-24-full-hd-144hz-1ms-hdmi-a-pedido-_JM#position=6&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1398,LG,20MK400H,"19.5 """,WXGA,LED,60 Hz,97999,https://articulo.mercadolibre.com.ar/MLA-903212414-monitor-led-pc-20-pulgadas-lg-20mk400h-2ms-vga-hdmi-vesa-new-_JM#position=9&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1399,LG,27GL650F,"27 """,FHD,LED,144 Hz,227095,https://articulo.mercadolibre.com.ar/MLA-912340700-monitor-lg-27gl650f-b-ultragear-gaming-27-nvidia-g-sync-_JM#position=10&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1400,Samsung,Odyssey CRG5,"24 """,FHD,LCD,144 Hz,257490,https://articulo.mercadolibre.com.ar/MLA-1290451984-monitor-gamer-24-led-samsung-g50-full-hd-curvo-144hz-4ms-_JM#position=11&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1402,Samsung,F22T35,"22 """,FHD,LED,75 Hz,70498,https://articulo.mercadolibre.com.ar/MLA-844406951-monitor-samsung-s22f350fhl-led-215-negro-110v220v-_JM#position=13&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1403,Philips,193V5LSB2,"18.5 """,FHD,LED,60 Hz,59900,https://articulo.mercadolibre.com.ar/MLA-1232772308-monitor-philips-v-193v5lsb2-led-185-negro-_JM#position=14&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1404,Philips,223V5LHSB2,"21.5 """,FHD,LCD,60 Hz,180128,https://articulo.mercadolibre.com.ar/MLA-854167535-monitor-lcd-led-philips-215-pulg-vga-hdmi-223v5l-negro-_JM#position=15&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1405,Samsung,F24T35,"24 """,FHD,LED,75 Hz,129050,https://articulo.mercadolibre.com.ar/MLA-871000341-monitor-gamer-24-samsung-full-hd-super-slim-hdmi-_JM#position=16&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1406,ViewSonic,Vx2718-pc-mhd,"27 """,FHD,LED,165 Hz,187269,https://articulo.mercadolibre.com.ar/MLA-1133456505-monitor-gamer-27-viewsonic-curvo-165hz-vx2718-pc-mhd-mexx-1-_JM#position=17&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1407,Philips,193V5LSB2,"18.5 """,FHD,LED,60 Hz,80599,https://articulo.mercadolibre.com.ar/MLA-910982756-monitor-philips-19-1366x768-pi-60-hz-lcd-vga-hdmi-_JM#position=18&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1409,LG,24GL600F,"23.6 """,FHD,LED,144 Hz,280498,https://articulo.mercadolibre.com.ar/MLA-920006578-monitor-gamer-lg-24gl600f-led-236-negro-100v240v-_JM#position=20&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1410,Samsung,F24T35,"24 """,FHD,LED,75 Hz,98934,https://articulo.mercadolibre.com.ar/MLA-902588282-monitor-led-24-samsung-f24t35-ips-amd-freesync-75hz-vga-hdmi-_JM#position=21&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1411,LG,27QN880,"27 """,QHD,LED,60 Hz,405322,https://articulo.mercadolibre.com.ar/MLA-1269276566-monitor-lg-2727qn880-b-qhd-ii-_JM#position=22&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1412,Samsung,C27FG73FQ,"27 """,FHD,LED,144 Hz,527499,https://www.mercadolibre.com.ar/monitor-gamer-curvo-samsung-c27fg73fq-led-27-negro-100v240v/p/MLA15120730?pdp_filters=category:MLA14407#searchVariation=MLA15120730&position=1&search_layout=grid&type=product&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1414,Samsung,F22T35,"22 """,FHD,LED,75 Hz,94202,https://articulo.mercadolibre.com.ar/MLA-1373074358-monitor-22-samsung-t35f-vgahdmi-en-local-de-la-plata-_JM#position=24&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1416,Dell,AW2518H,"25 """,FHD,LED,240 Hz,816340,https://articulo.mercadolibre.com.ar/MLA-689276483-monitor-dell-alienware-aw2518h-25-240hz-led-g-sync-a-pedido-_JM#position=26&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1417,LG,34WL85C,"34 """,QHD,LED,60 Hz,645322,https://articulo.mercadolibre.com.ar/MLA-924718068-monitor-lg-34-34wl85c-b-ultra-wide-qhd-curvo-_JM#position=27&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1418,LG,20MK400HB,"19.5 """,HD,LED,60 Hz,71999,https://articulo.mercadolibre.com.ar/MLA-875021643-monitor-led-20-lg-20mk400h-b-hdmi-vga-_JM#position=28&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1419,Samsung,C27FG73FQ,"27 """,FHD,LED,144 Hz,767048,https://articulo.mercadolibre.com.ar/MLA-920579039-monitor-curvo-gamer-27-samsung-qled-lc27fg73fqlx-negro-_JM#position=29&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1421,Samsung,F24T35,"24 """,FHD,LED,75 Hz,153943,https://articulo.mercadolibre.com.ar/MLA-1119915878-monitor-led-24-samsung-fhd-75hz-gamer-hdmi-vga-ips-_JM#position=31&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1423,LG,19M38A,"18.5 """,HD,LED,60 Hz,140276,https://articulo.mercadolibre.com.ar/MLA-833860703-monitor-lg-led-19-19m38a-b-vga-_JM#position=33&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1424,Samsung,C32JG50QQ,"32 """,QHD,LED,144 Hz,1187700,https://articulo.mercadolibre.com.ar/MLA-1133803394-monitor-gamer-curvo-samsung-c32jg50qq-led-32-dark-silver-_JM#position=34&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1425,Samsung,C27FG73FQ,"27 """,FHD,LED,144 Hz,566948,https://articulo.mercadolibre.com.ar/MLA-920578787-monitor-curvo-gamer-27-samsung-qled-lc27fg73fqlx-negro-_JM#position=35&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1426,Acer,V227Q BBI,"21.5 """,FHD,LED,60 Hz,69900,https://articulo.mercadolibre.com.ar/MLA-1380574719-monitor-gamer-acer-v7-v227q-215-full-hd-hdmi-vga-_JM#position=36&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1427,LG,19M38A,"19 """,HD,LED,60 Hz,66711,https://articulo.mercadolibre.com.ar/MLA-1211767933-monitor-lg-led-19-19m38a-b-ii-_JM#position=37&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1428,LG,22MK600M,"21.5 """,FHD,LED,75 Hz,108249,https://articulo.mercadolibre.com.ar/MLA-1269147062-monitor-lg-led-22-22mk600m-hdmi-ii-_JM#position=38&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1429,Samsung,S32BM801UL,"32 """,UHD 4K,LED,60 Hz,534999,https://articulo.mercadolibre.com.ar/MLA-1292482098-smart-monitor-samsung-m8-32-4k-wifi-bluetooth-parlantes-apps-_JM#position=39&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1431,LG,32MN500M,"31.5 """,FHD,LED,75 Hz,186701,https://articulo.mercadolibre.com.ar/MLA-1269147033-monitor-lg-3232mn500m-b-full-hd-ii-_JM#position=41&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1432,iQual,Home19,"19 """,HD,LED,75 Hz,37000,https://articulo.mercadolibre.com.ar/MLA-1428845340-monitor-19-led-pc-computadora-hdmi-linea-pixel-outlet-_JM#position=42&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1433,Asus,VA24EHE,"23.8 """,FHD,LED,75 Hz,110000,https://articulo.mercadolibre.com.ar/MLA-1212339017-monitor-gamer-asus-va24e-va24ehe-led-238-negro-100v240v-_JM#position=43&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1434,Philips,193V5LSB2,"18.5 """,FHD,LED,60 Hz,50000,https://articulo.mercadolibre.com.ar/MLA-1456433358-monitor-philips-v-193v5lsb2-led-185-negro-100v240v-_JM#position=44&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1436,Samsung,F24T35,"24 """,FHD,LED,75 Hz,161587,https://articulo.mercadolibre.com.ar/MLA-906935933-monitor-samsung-24-led-plano-flat-f24t350-ips-full-hd-hdmi-_JM#position=46&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1437,Samsung,F24T35,"24 """,FHD,LED,75 Hz,130599,https://articulo.mercadolibre.com.ar/MLA-927182692-monitor-led-24-samsung-f24t35-ips-amd-freesync-75hz-vga-hdmi-_JM#position=47&search_layout=grid&type=item&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1439,Samsung,C27G55T,"27 """,QHD,LED,144 Hz,331078,https://www.mercadolibre.com.ar/monitor-gamer-curvo-samsung-odyssey-g5-c27g55t-led-27-negro-100v240v/p/MLA18263486?pdp_filters=category:MLA14407#searchVariation=MLA18263486&position=2&search_layout=grid&type=product&tracking_id=3f0cad84-0d78-420b-babf-20c6e8e6ed9f
1441,Enova,L23,"23.6 """,FHD,LED,60 Hz,82800,https://articulo.mercadolibre.com.ar/MLA-1437824292-monitor-enova-l23-led-236-negro-hd-5-ms-_JM#position=6&search_layout=grid&type=item&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1443,Gfast,T-220,"21.5 """,FHD,LED,60 Hz,79999,https://articulo.mercadolibre.com.ar/MLA-1430336252-monitor-215-full-hd-gfast-t-220-_JM#position=8&search_layout=grid&type=item&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1444,Samsung,LC49G95TS,"49 """,DQHD,QLED,240 Hz,999999,https://articulo.mercadolibre.com.ar/MLA-1274337671-monitor-49-samsung-led-oddyssey-g95-curvo-dqhd-240hz-venex-_JM#position=9&search_layout=grid&type=item&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1445,Philips,193V5LHSB2,"18.5 """,WXGA,LCD,60 Hz,64399,https://articulo.mercadolibre.com.ar/MLA-820416048-monitor-led-pc-19-pulgadas-philips-hdmi-vga-hd-_JM#position=10&search_layout=grid&type=item&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1446,LG,34WP500-B,"34 """,FHD,LED,75 Hz,291293,https://articulo.mercadolibre.com.ar/MLA-1204888176-monitor-lg-34wp500-b-34-ultra-wide-ips-led-amd-freesync-_JM#position=11&search_layout=grid&type=item&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1447,LG,20MK400H,"19.5 """,HD,LED,60 Hz,68999,https://articulo.mercadolibre.com.ar/MLA-757099897-monitor-led-pc-20-pulgadas-lg-20mk400h-2ms-hdmi-vesa-oficial-_JM#position=12&search_layout=grid&type=item&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1448,Dell,U2520D,"25 """,QHD,LED,60 Hz,728263,https://www.mercadolibre.com.ar/monitor-dell-ultrasharp-u2520d-led-25-negro-100v240v/p/MLA18714827?pdp_filters=category:MLA14407#searchVariation=MLA18714827&position=46&search_layout=grid&type=product&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1449,LG,32GP850,"31.5 """,QHD,LCD,165 Hz,616149,https://articulo.mercadolibre.com.ar/MLA-1362390323-monitor-lg-32gp850-b-32-ips-165hz-1ms-led-qhd-gamer-_JM#position=13&search_layout=grid&type=item&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1453,Samsung,S24F350FH,"24 """,FHD,LED,60 Hz,419700,https://articulo.mercadolibre.com.ar/MLA-1133766921-monitor-gamer-samsung-s24f350fh-led-24-negro-100v240v-_JM#position=17&search_layout=grid&type=item&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1454,ViewSonic,VG2440,"24 """,FHD,LED IPS,75 Hz,359876,https://articulo.mercadolibre.com.ar/MLA-1136932716-monitor-viewsonic-vg2440-24-ergonomico-led-full-hd-hdmi-usb-_JM#position=18&search_layout=grid&type=item&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1455,LG,22MK600M,"21.5 """,FHD,LED,75 Hz,151650,https://articulo.mercadolibre.com.ar/MLA-823560431-monitor-led-22-lg-22mk600m-b-full-hd-ips-hdmi-freesync-_JM#position=19&search_layout=grid&type=item&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1456,LG,27MK400H,"27 """,FHD,LED,60 Hz,168256,https://articulo.mercadolibre.com.ar/MLA-823572730-monitor-gamer-27-lg-27mk400h-b-widescreen-led-hd-hdmi-2ms-_JM#position=20&search_layout=grid&type=item&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1457,ViewSonic,XG240R,"24 """,FHD,LED,144 Hz,184911,https://articulo.mercadolibre.com.ar/MLA-911785354-monitor-gaming-viewsonic-elite-144hz-1ms-1080p-freesync-_JM#position=21&search_layout=grid&type=item&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1458,Samsung,F22T35,"22 """,FHD,LED,75 Hz,74989,https://articulo.mercadolibre.com.ar/MLA-1400124580-monitor-gamer-samsung-f22t35-led-22-75hz-hdmi-vga-_JM#position=22&search_layout=grid&type=item&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1459,Asus,VP228HE,"21.5 """,FHD,LED,60 Hz,101145,https://articulo.mercadolibre.com.ar/MLA-1419949278-monitor-gamer-asus-vp228he-led-215-negro-100v240v-_JM#position=23&search_layout=grid&type=item&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1461,HP,P22va G4,"21.5 """,FHD,LED,60 Hz,176877,https://articulo.mercadolibre.com.ar/MLA-1246642190-monitor-hp-p22va-g4-215-full-hd-60-hz-hdmi-vga-_JM#position=25&search_layout=grid&type=item&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1463,Samsung,185,"18.5 """,HD,LCD,60 Hz,43000,https://articulo.mercadolibre.com.ar/MLA-1428754710-monitor-led-19-samsung-ls19c300b-permuto-_JM#position=26&search_layout=grid&type=item&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1469,LG,32GN600-B,"31.5 """,FHD,LED,165 Hz,435124,https://articulo.mercadolibre.com.ar/MLA-912343436-monitor-lg-32gn600-b-gaming-315-ultragear-qhd-165hz-_JM#position=32&search_layout=grid&type=item&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1470,LG,24MP59G,"24 """,FHD,LED,75 Hz,753436,https://www.mercadolibre.com.ar/monitor-gamer-lg-24mp59g-led-24-negro-100v240v/p/MLA15118544?pdp_filters=category:MLA14407#searchVariation=MLA15118544&position=3&search_layout=grid&type=product&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1471,Samsung,G3,"27 """,FHD,LED,144 Hz,213061,https://articulo.mercadolibre.com.ar/MLA-1362368817-monitor-gamer-samsung-odyssey-g3-27-144hz-1ms-fhd-plano-va-f-_JM#position=33&search_layout=grid&type=item&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1472,LG,32MN500M,"31.5 """,FHD,LED,75 Hz,256963,https://articulo.mercadolibre.com.ar/MLA-690095674-monitor-led-lg-32-ips-full-hd-amd-freesync-75hz-hdmi-2-_JM#position=34&search_layout=grid&type=item&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1473,Samsung,C27F390FH,"27 """,FHD,LED,60 Hz,647700,https://articulo.mercadolibre.com.ar/MLA-1142413182-samsung-monitor-curvo-esencial-27-hdmi-lc27f390fhlx-negro-_JM#position=35&search_layout=grid&type=item&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1474,MSI,G27C4,"27 """,FHD,LED,165 Hz,360686,https://www.mercadolibre.com.ar/monitor-gamer-curvo-msi-optix-g27c4-led-27-negro-100v240v/p/MLA17810507?pdp_filters=category:MLA14407#searchVariation=MLA17810507&position=4&search_layout=grid&type=product&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1475,LG,22MK600M,"21.5 """,FHD,LED,75 Hz,110886,https://articulo.mercadolibre.com.ar/MLA-823559662-monitor-led-22-lg-22mk600m-b-full-hd-ips-hdmi-freesync-_JM#position=36&search_layout=grid&type=item&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1478,LG,27uk650-w,"27 """,UHD 4K,LED,60 Hz,947288,https://articulo.mercadolibre.com.ar/MLA-746887184-monitor-lg-27uk650-w-27-4k-uhd-ips-a-pedido-_JM#position=39&search_layout=grid&type=item&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1480,LG,27MK400H-B,"27 """,HD,LED,75 Hz,129585,https://articulo.mercadolibre.com.ar/MLA-850445139-monitor-gamer-27-lg-led-hd-widescreen-75hz-free-sync-hdmi-_JM#position=41&search_layout=grid&type=item&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1481,Samsung,F24T35,"24 """,FHD,LED,75 Hz,113016,https://articulo.mercadolibre.com.ar/MLA-1212128226-monitor-gamer-samsung-24-freesync-fhd-ips-1980x1080-75hz-_JM#position=42&search_layout=grid&type=item&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1482,HP,N246V,"23.8 """,FHD,LED,60 Hz,228608,https://articulo.mercadolibre.com.ar/MLA-876535812-monitor-led-24-full-hd-hdmi-dvi-vga-60hz-hp-ips-_JM#position=43&search_layout=grid&type=item&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1483,LG,27UL500,"27 """,UHD 4K,LED,60 Hz,266873,https://articulo.mercadolibre.com.ar/MLA-852256806-monitor-lg-27ul500-w-4k-uhd-hdr-freesync-gamer-_JM#position=44&search_layout=grid&type=item&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1484,Samsung,F24T35,"24 """,FHD,LED,75 Hz,128184,https://articulo.mercadolibre.com.ar/MLA-1309589286-monitor-gamer-samsung-f24t35-led-24-full-hd-75hz-donidea-_JM#position=45&search_layout=grid&type=item&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1485,Aorus,AD27QD,"27 """,QHD,LED,144 Hz,1034031,https://www.mercadolibre.com.ar/monitor-aorus-ad27qd-led-27-negro-110v220v/p/MLA15118628?pdp_filters=category:MLA14407#searchVariation=MLA15118628&position=5&search_layout=grid&type=product&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1486,LG,27QN880,"27 """,QHD,LED,60 Hz,395114,https://articulo.mercadolibre.com.ar/MLA-912348008-monitor-lg-27nq880-b-27-qhd-full-movimiento-ergo-ips-usb-c-_JM#position=46&search_layout=grid&type=item&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1487,LG,32GP850-B,"32 """,QHD,LED,165 Hz,479505,https://articulo.mercadolibre.com.ar/MLA-1370707982-monitor-lg-32gp850-b-32-ips-165hz-1ms-led-qhd-gamer-_JM#position=47&search_layout=grid&type=item&tracking_id=a386e55f-dca2-45b4-a77a-d75238cb2167
1489,LG,27QN880,"27 """,QHD,LED,60 Hz,407777,https://articulo.mercadolibre.com.ar/MLA-912348008-monitor-lg-27nq880-b-27-qhd-full-movimiento-ergo-ips-usb-c-_JM#position=4&search_layout=grid&type=item&tracking_id=8e3c02ca-2292-45a4-9c63-f58f6039bb93
1491,Samsung,ls19c300b,"18.5 """,WXGA,LED,60 Hz,45999,https://articulo.mercadolibre.com.ar/MLA-608136114-samsung-monitor-ls19c300b-widescreen-nuevo-en-caja-permuto-_JM#position=6&search_layout=grid&type=item&tracking_id=8e3c02ca-2292-45a4-9c63-f58f6039bb93
1493,Samsung,F24T35,"24 """,FHD,LED,75 Hz,92316,https://articulo.mercadolibre.com.ar/MLA-1313221949-monitor-samsung-led-24-f24t35-75hz-freesync-full-hd-donidea-_JM#position=8&search_layout=grid&type=item&tracking_id=8e3c02ca-2292-45a4-9c63-f58f6039bb93
1494,Samsung,C24F390FH,"24 """,FHD,LED,60 Hz,459195,https://articulo.mercadolibre.com.ar/MLA-1141588983-monitor-gamer-curvo-samsung-c24f390fh-led-24-100v240v-_JM#position=9&search_layout=grid&type=item&tracking_id=8e3c02ca-2292-45a4-9c63-f58f6039bb93
1495,HP,P22v G4,"21.5 """,FHD,LED,60 Hz,132797,https://articulo.mercadolibre.com.ar/MLA-926032152-monitor-hp-p22v-full-hd-215-hdmi-vga-9tt53aa-_JM#position=10&search_layout=grid&type=item&tracking_id=8e3c02ca-2292-45a4-9c63-f58f6039bb93
1496,Samsung,C27RG50FQ,"27 """,FHD,LED,240 Hz,412599,https://articulo.mercadolibre.com.ar/MLA-1148489011-monitor-gamer-curvo-samsung-crg5-c27rg50fq-27-240hz-g-sync-_JM#position=11&search_layout=grid&type=item&tracking_id=8e3c02ca-2292-45a4-9c63-f58f6039bb93
1499,Philips,193V5LHSB2,"18.5 """,WXGA,LED,60 Hz,49989,https://articulo.mercadolibre.com.ar/MLA-808844029-la-plata-monitor-philips-lcd-19-led-5ms-hdmi-vga-gta-ofic-_JM#position=14&search_layout=grid&type=item&tracking_id=8e3c02ca-2292-45a4-9c63-f58f6039bb93
1500,LG,32UN550,"31.5 """,UHD 4K,LED,60 Hz,339000,https://articulo.mercadolibre.com.ar/MLA-1417657948-monitor-gamer-lg-32un550-led-315-blanco-100v240v-_JM#position=15&search_layout=grid&type=item&tracking_id=8e3c02ca-2292-45a4-9c63-f58f6039bb93
1502,LG,29UM69G,"29 """,Ultrawide FHD,LED,75 Hz,952236,https://www.mercadolibre.com.ar/monitor-gamer-lg-29um69g-led-29-negro-100v240v/p/MLA15077117?pdp_filters=category:MLA14407#searchVariation=MLA15077117&position=2&search_layout=grid&type=product&tracking_id=8e3c02ca-2292-45a4-9c63-f58f6039bb93
1503,Asus,VP228HE,"21.5 """,FHD,LED,60 Hz,77144,https://articulo.mercadolibre.com.ar/MLA-1419607420-monitor-gamer-asus-vp228he-j-led-215-negro-100v240v-_JM#position=17&search_layout=grid&type=item&tracking_id=8e3c02ca-2292-45a4-9c63-f58f6039bb93
1504,Samsung,C24F390FH,"24 """,FHD,LED,60 Hz,161580,https://articulo.mercadolibre.com.ar/MLA-690718853-monitor-curvo-24-samsung-f390-full-hd-1080-hdmi-vga-_JM#position=18&search_layout=grid&type=item&tracking_id=8e3c02ca-2292-45a4-9c63-f58f6039bb93
1505,LG,27GL650F,"27 """,FHD,LED,144 Hz,229999,https://articulo.mercadolibre.com.ar/MLA-1369007573-monitor-gamer-lg-27-27gl650f-fhd-144hz-_JM#position=19&search_layout=grid&type=item&tracking_id=8e3c02ca-2292-45a4-9c63-f58f6039bb93
1506,Samsung,LS22F350FHLX,"22 """,FHD,LED,60 Hz,127325,https://articulo.mercadolibre.com.ar/MLA-1128458581-monitor-gamer-led-samsung-22-ls22f350fhlx-fullhd-superslim-_JM#position=20&search_layout=grid&type=item&tracking_id=8e3c02ca-2292-45a4-9c63-f58f6039bb93
1507,Gigabyte,G27F,"27 """,FHD,LED,144 Hz,284189,https://articulo.mercadolibre.com.ar/MLA-1170951250-monitor-27-gigabyte-g27f-2-fhd-144hz-venex-_JM#position=21&search_layout=grid&type=item&tracking_id=8e3c02ca-2292-45a4-9c63-f58f6039bb93
1510,LG,22MK600M,"22 """,FHD,LED,60 Hz,109966,https://articulo.mercadolibre.com.ar/MLA-853181824-monitor-gamer-22-lg-led-ips-full-hd-hdmi-radeon-freesync-_JM#position=24&search_layout=grid&type=item&tracking_id=8e3c02ca-2292-45a4-9c63-f58f6039bb93
1512,LG,20MK400H,"20 """,HD,LED,60 Hz,73957,https://articulo.mercadolibre.com.ar/MLA-902708923-monitor-led-de-20-pulgadas-lg-20mk400h-b-hdmi-dixit-pc-_JM#position=26&search_layout=grid&type=item&tracking_id=8e3c02ca-2292-45a4-9c63-f58f6039bb93
1514,HP,P22v G4,"21.5 """,FHD,LED,60 Hz,162003,https://articulo.mercadolibre.com.ar/MLA-926031681-monitor-hp-p22v-full-hd-215-hdmi-vga-9tt53aa-_JM#position=28&search_layout=grid&type=item&tracking_id=8e3c02ca-2292-45a4-9c63-f58f6039bb93
1515,Samsung,C24RG5,"24 """,FHD,LED,144 Hz,242549,https://articulo.mercadolibre.com.ar/MLA-920093853-monitor-gamer-curvo-samsung-c24rg5-led-24-negro-100v240v-_JM#position=29&search_layout=grid&type=item&tracking_id=8e3c02ca-2292-45a4-9c63-f58f6039bb93
1516,Samsung,LF22T350FH,"22 """,FHD,LED,75 Hz,76999,https://articulo.mercadolibre.com.ar/MLA-929791467-monitor-gamer-samsung-lf22t350fh-led-22-negro-_JM#position=30&search_layout=grid&type=item&tracking_id=8e3c02ca-2292-45a4-9c63-f58f6039bb93
1517,Dell,P2722H,"27 """,FHD,LCD TFT,60 Hz,449000,https://articulo.mercadolibre.com.ar/MLA-1119449296-monitor-dell-p2722h-27-led-full-hd-3-anos-de-garantia-_JM#position=31&search_layout=grid&type=item&tracking_id=8e3c02ca-2292-45a4-9c63-f58f6039bb93
1519,Daewoo,DW-MON22,"22 """,FHD,LED,60 Hz,50990,https://articulo.mercadolibre.com.ar/MLA-1136419903-monitor-led-19-hd-1366x768-60hz-vga-110v220v-_JM#position=32&search_layout=grid&type=item&tracking_id=8e3c02ca-2292-45a4-9c63-f58f6039bb93
1520,LG,24GN60R-B,"24 """,FHD,LED IPS,144 Hz,164503,https://articulo.mercadolibre.com.ar/MLA-1299595718-monitor-lg-24gn60r-b-24-144-hz-ips-led-hdmi-freesync-gamer-_JM#position=33&search_layout=grid&type=item&tracking_id=8e3c02ca-2292-45a4-9c63-f58f6039bb93
1521,Asus,Designo MX25AQ,"25 """,FHD,LED,75 Hz,665860,https://articulo.mercadolibre.com.ar/MLA-665820071-monitor-asus-designo-mx25aq-25-ips-2k-hdmi-a-pedido-_JM#position=34&search_layout=grid&type=item&tracking_id=8e3c02ca-2292-45a4-9c63-f58f6039bb93
